stationid,city,temp,rain,wind,direction,date
7,Galati,20,0.59,16,SV,2023-03-04
3,Galati,0,0.58,80,N,2023-03-13
9,Bucuresti,6,0.9,12,S,2023-03-13
10,Brasov,-10,0.69,133,E,2023-03-14
10,Braila,38,0.05,102,NE,2023-03-19
6,Bucuresti,4,0.25,100,SE,2023-03-12
2,Braila,26,0.29,118,SE,2023-03-27
2,Suceava,-2,0.76,122,SV,2023-03-16
3,Galati,32,0.89,136,V,2023-03-27
3,Galati,16,0.19,11,V,2023-03-27
10,Brasov,27,0.35,130,NV,2023-03-29
8,Iasi,26,0.66,69,E,2023-03-12
5,Suceava,5,0.05,2,S,2023-03-21
1,Bucuresti,24,0.02,121,SE,2023-03-30
8,Bucuresti,-10,0.26,82,V,2023-03-20
8,Cluj-Napoca,-15,0.7,138,SE,2023-03-03
9,Bucuresti,0,0.82,132,SE,2023-03-22
3,Cluj-Napoca,1,0.63,98,SV,2023-03-19
7,Brasov,35,0.93,19,NV,2023-03-09
8,Galati,-17,0.63,8,SE,2023-03-17
6,Bucuresti,31,0.07,117,S,2023-03-01
6,Brasov,38,0.66,45,V,2023-03-19
7,Galati,16,0.93,3,V,2023-03-29
5,Brasov,4,0.64,126,V,2023-03-18
10,Braila,-5,0.72,113,E,2023-03-15
8,Iasi,7,0.58,109,NV,2023-03-23
2,Galati,-18,0.21,94,S,2023-03-04
3,Brasov,5,0.05,93,E,2023-03-05
8,Galati,15,0.39,98,NE,2023-03-25
5,Bucuresti,32,0.12,2,SV,2023-03-26
6,Constanta,0,0.75,102,SV,2023-03-11
9,Iasi,21,0.46,107,SV,2023-03-18
8,Iasi,37,0.28,59,S,2023-03-03
9,Constanta,-3,0.81,63,N,2023-03-27
5,Suceava,-17,0.72,73,NV,2023-03-20
3,Iasi,3,0.09,111,NE,2023-03-12
7,Cluj-Napoca,-8,0.13,73,S,2023-03-14
10,Iasi,36,0.01,52,SE,2023-03-12
6,Bucuresti,-9,0.92,57,SV,2023-03-23
8,Brasov,35,0.96,34,SE,2023-03-07
4,Brasov,3,0.76,53,NV,2023-03-30
9,Suceava,-16,0.02,127,V,2023-03-07
1,Brasov,-10,0.42,52,V,2023-03-22
1,Cluj-Napoca,-8,0.21,21,NV,2023-03-21
7,Bucuresti,2,0.82,28,SV,2023-03-28
2,Iasi,32,0.93,60,V,2023-03-25
3,Bucuresti,38,0.1,36,E,2023-03-16
6,Iasi,26,0.61,79,S,2023-03-04
4,Bucuresti,10,0.53,29,N,2023-03-07
5,Cluj-Napoca,23,0.98,74,NE,2023-03-05
3,Galati,-19,0.97,68,SE,2023-03-09
10,Bucuresti,26,0.67,65,SE,2023-03-24
2,Suceava,20,0.76,103,V,2023-03-25
6,Constanta,34,0.02,76,E,2023-03-24
8,Suceava,3,0.26,5,V,2023-03-25
2,Galati,-3,0.62,75,S,2023-03-09
10,Suceava,-9,0.83,98,NE,2023-03-04
6,Braila,3,0.85,65,S,2023-03-08
4,Iasi,28,0.74,75,N,2023-03-08
4,Constanta,29,0.26,93,S,2023-03-16
10,Constanta,4,0.23,25,V,2023-03-12
4,Cluj-Napoca,31,0.53,58,S,2023-03-17
3,Suceava,31,0.41,122,V,2023-03-10
9,Bucuresti,34,0.62,126,N,2023-03-13
1,Bucuresti,-16,0.72,15,E,2023-03-05
1,Galati,-11,0.4,27,SE,2023-03-16
4,Iasi,21,0.29,134,SV,2023-03-25
7,Suceava,-18,0.87,78,V,2023-03-13
4,Braila,40,0.91,7,V,2023-03-05
1,Brasov,-19,0.78,55,SV,2023-03-05
7,Constanta,39,0.46,130,NV,2023-03-14
2,Brasov,-20,0.89,17,V,2023-03-06
2,Constanta,16,0.03,37,V,2023-03-24
1,Iasi,34,0.28,127,S,2023-03-01
2,Galati,-16,0.58,60,SE,2023-03-16
5,Galati,34,0.78,107,N,2023-03-01
1,Suceava,38,0.4,31,N,2023-03-07
5,Brasov,35,0.2,96,NV,2023-03-25
4,Cluj-Napoca,1,0.57,51,N,2023-03-25
1,Brasov,-20,0.94,74,V,2023-03-11
9,Bucuresti,-17,0.55,56,NV,2023-03-08
2,Bucuresti,17,0.86,38,SV,2023-03-06
7,Suceava,26,0.32,122,N,2023-03-14
8,Suceava,-6,0.84,29,E,2023-03-04
5,Bucuresti,30,0.05,57,V,2023-03-08
3,Cluj-Napoca,29,0.54,41,N,2023-03-25
5,Iasi,4,0.34,40,NV,2023-03-16
2,Constanta,-9,0.41,125,SV,2023-03-27
3,Cluj-Napoca,-7,0.66,79,SE,2023-03-09
7,Braila,22,0.05,99,NV,2023-03-13
4,Iasi,-6,0.48,93,NE,2023-03-30
9,Iasi,31,0.23,69,NV,2023-03-04
2,Bucuresti,29,0.57,11,E,2023-03-02
7,Braila,26,0.62,69,V,2023-03-09
4,Brasov,-17,0.57,131,SV,2023-03-30
6,Constanta,21,0.29,86,SE,2023-03-27
9,Iasi,36,0.6,70,S,2023-03-21
1,Brasov,-16,0.63,47,SV,2023-03-08
10,Braila,25,0.98,8,S,2023-03-29
9,Cluj-Napoca,-14,0.52,56,SE,2023-03-27
4,Braila,40,0.67,76,N,2023-03-07
10,Cluj-Napoca,24,0.2,99,NE,2023-03-10
9,Brasov,22,0.04,10,NV,2023-03-22
10,Cluj-Napoca,38,0.51,45,SE,2023-03-20
8,Bucuresti,8,0.56,46,N,2023-03-11
9,Suceava,-12,0.55,5,SV,2023-03-02
5,Galati,36,0.2,121,SV,2023-03-21
1,Bucuresti,11,0.93,50,N,2023-03-26
8,Iasi,-2,0.88,139,SE,2023-03-24
9,Brasov,12,0.34,19,SV,2023-03-01
3,Bucuresti,25,0.96,59,SV,2023-03-11
9,Cluj-Napoca,36,0.63,107,NV,2023-03-27
6,Iasi,20,0.21,23,V,2023-03-28
8,Iasi,-16,0.15,87,S,2023-03-18
3,Braila,-12,0.37,119,NE,2023-03-29
2,Bucuresti,-1,0.14,30,NV,2023-03-13
9,Brasov,34,0.59,107,N,2023-03-16
4,Bucuresti,-9,0.16,22,SV,2023-03-04
7,Galati,-6,0.33,17,S,2023-03-23
6,Galati,20,0.09,120,NE,2023-03-14
9,Galati,-3,0.55,114,SV,2023-03-22
3,Bucuresti,30,1.0,108,N,2023-03-07
8,Galati,6,0.74,100,NV,2023-03-06
6,Cluj-Napoca,4,0.06,98,NE,2023-03-18
1,Galati,-10,0.85,95,SV,2023-03-15
6,Brasov,-17,0.55,92,N,2023-03-25
2,Cluj-Napoca,12,0.07,123,N,2023-03-23
6,Bucuresti,11,0.16,104,E,2023-03-10
5,Bucuresti,24,0.33,104,V,2023-03-11
5,Cluj-Napoca,23,0.85,27,S,2023-03-06
4,Brasov,-1,0.16,68,N,2023-03-12
7,Bucuresti,26,0.19,43,SV,2023-03-18
6,Cluj-Napoca,-12,0.24,6,E,2023-03-05
5,Constanta,2,1.0,89,N,2023-03-28
8,Braila,-5,0.24,130,N,2023-03-15
2,Bucuresti,29,0.81,100,NE,2023-03-30
6,Constanta,10,0.94,46,NV,2023-03-07
4,Galati,21,0.9,43,NE,2023-03-03
8,Cluj-Napoca,37,0.49,60,NE,2023-03-12
5,Suceava,16,0.83,60,NV,2023-03-23
3,Constanta,3,0.12,77,V,2023-03-25
6,Suceava,7,0.63,24,V,2023-03-12
7,Brasov,6,0.29,51,V,2023-03-03
5,Iasi,4,0.17,50,NE,2023-03-17
9,Galati,12,0.97,135,V,2023-03-08
7,Constanta,39,0.31,118,SE,2023-03-03
5,Braila,-14,0.57,18,SV,2023-03-18
3,Galati,5,0.06,53,V,2023-03-19
10,Constanta,5,0.95,56,SE,2023-03-05
4,Galati,39,0.14,120,S,2023-03-28
8,Bucuresti,-4,0.19,92,E,2023-03-15
5,Brasov,1,0.22,82,SE,2023-03-09
7,Brasov,37,0.88,10,NE,2023-03-18
3,Brasov,19,0.32,115,NE,2023-03-12
6,Suceava,-13,0.73,117,E,2023-03-08
1,Suceava,40,0.07,104,N,2023-03-15
9,Constanta,-18,0.07,131,SV,2023-03-30
8,Braila,19,0.0,54,V,2023-03-01
7,Constanta,9,0.21,30,N,2023-03-23
3,Bucuresti,34,0.26,37,N,2023-03-15
1,Bucuresti,21,0.09,29,V,2023-03-29
3,Suceava,2,0.72,22,SE,2023-03-26
3,Cluj-Napoca,-12,0.82,110,SE,2023-03-15
2,Braila,-18,0.78,25,NV,2023-03-15
1,Iasi,39,0.83,86,E,2023-03-21
6,Iasi,-1,0.41,48,E,2023-03-27
2,Cluj-Napoca,0,0.99,51,SE,2023-03-17
2,Braila,-18,0.96,98,NE,2023-03-01
10,Galati,15,0.25,36,S,2023-03-01
7,Suceava,13,0.59,126,N,2023-03-17
5,Galati,-15,0.87,136,SV,2023-03-19
4,Braila,4,0.11,71,NE,2023-03-17
10,Iasi,21,0.96,86,NV,2023-03-24
1,Bucuresti,38,0.71,113,E,2023-03-24
7,Brasov,29,0.25,57,N,2023-03-22
7,Cluj-Napoca,8,0.63,31,SE,2023-03-03
2,Cluj-Napoca,26,0.63,128,E,2023-03-24
10,Bucuresti,25,0.02,103,NV,2023-03-17
2,Galati,-3,0.54,67,S,2023-03-15
2,Constanta,14,0.74,10,NV,2023-03-08
5,Braila,5,0.22,87,SV,2023-03-03
1,Iasi,-16,0.7,14,S,2023-03-05
4,Iasi,-7,0.72,114,E,2023-03-05
9,Bucuresti,27,0.6,127,SV,2023-03-20
9,Galati,33,0.67,136,NV,2023-03-11
10,Cluj-Napoca,20,0.22,81,N,2023-03-17
8,Constanta,-5,0.51,97,SE,2023-03-10
2,Cluj-Napoca,33,0.78,52,SV,2023-03-21
6,Constanta,39,0.86,44,NV,2023-03-09
8,Galati,-18,0.9,40,NV,2023-03-30
6,Constanta,-20,0.54,69,SE,2023-03-26
5,Bucuresti,-14,0.43,26,NE,2023-03-26
10,Bucuresti,-17,0.28,23,E,2023-03-05
6,Brasov,35,0.77,66,E,2023-03-17
1,Constanta,7,0.54,107,SV,2023-03-14
1,Cluj-Napoca,-19,0.8,114,V,2023-03-28
3,Bucuresti,1,0.7,44,NE,2023-03-30
10,Brasov,19,0.34,92,NE,2023-03-17
10,Galati,-6,0.53,72,V,2023-03-13
6,Iasi,15,0.95,39,SV,2023-03-18
2,Iasi,0,0.12,33,V,2023-03-20
9,Galati,29,0.12,12,E,2023-03-30
2,Iasi,-20,0.13,110,SE,2023-03-23
3,Braila,20,0.09,134,SV,2023-03-24
9,Iasi,-1,0.18,32,SE,2023-03-08
3,Suceava,14,0.78,8,NV,2023-03-04
7,Galati,5,0.99,57,SV,2023-03-11
6,Iasi,8,0.14,55,SV,2023-03-07
3,Cluj-Napoca,-19,0.99,45,SV,2023-03-01
4,Constanta,37,0.43,82,NE,2023-03-12
7,Bucuresti,-10,0.52,79,V,2023-03-05
7,Bucuresti,15,0.31,63,N,2023-03-26
1,Bucuresti,20,0.15,75,V,2023-03-30
9,Cluj-Napoca,31,0.85,16,NE,2023-03-30
9,Braila,18,0.86,26,NE,2023-03-09
10,Iasi,-20,0.73,113,SV,2023-03-16
1,Brasov,33,0.33,74,V,2023-03-05
5,Constanta,-8,0.51,109,V,2023-03-30
2,Bucuresti,-20,0.64,97,S,2023-03-19
5,Suceava,37,0.71,16,E,2023-03-14
3,Cluj-Napoca,-1,0.81,84,S,2023-03-28
2,Constanta,5,0.57,112,E,2023-03-30
6,Constanta,-18,0.86,118,S,2023-03-18
6,Suceava,-17,0.25,86,SV,2023-03-01
2,Brasov,8,0.14,39,V,2023-03-26
3,Galati,26,0.67,116,E,2023-03-15
9,Suceava,-4,0.23,81,NE,2023-03-20
3,Cluj-Napoca,-2,0.29,129,NV,2023-03-05
8,Braila,31,0.86,106,S,2023-03-22
8,Cluj-Napoca,4,0.76,53,NE,2023-03-01
1,Cluj-Napoca,16,0.81,35,E,2023-03-03
7,Braila,11,0.53,4,SV,2023-03-20
2,Cluj-Napoca,3,0.7,50,E,2023-03-10
1,Galati,4,0.12,116,S,2023-03-18
1,Galati,37,0.81,126,V,2023-03-30
5,Bucuresti,13,1.0,51,NE,2023-03-15
4,Constanta,-18,0.38,53,N,2023-03-09
1,Cluj-Napoca,14,0.03,52,SV,2023-03-14
8,Bucuresti,10,0.58,64,NV,2023-03-16
1,Cluj-Napoca,14,0.94,10,V,2023-03-17
4,Suceava,-8,0.21,95,SV,2023-03-10
5,Cluj-Napoca,29,0.35,75,S,2023-03-10
1,Braila,31,0.28,53,NE,2023-03-02
1,Constanta,-18,0.29,4,V,2023-03-13
9,Suceava,38,0.34,84,V,2023-03-30
7,Cluj-Napoca,12,0.36,2,S,2023-03-15
1,Brasov,8,0.25,107,SE,2023-03-08
4,Constanta,26,0.89,89,E,2023-03-12
10,Braila,-11,0.94,129,S,2023-03-24
4,Cluj-Napoca,7,0.65,8,SV,2023-03-18
9,Suceava,-16,0.05,15,E,2023-03-06
6,Brasov,12,0.49,25,SE,2023-03-17
9,Brasov,4,0.2,34,SV,2023-03-02
3,Galati,20,0.02,38,SE,2023-03-03
3,Iasi,32,0.55,131,SV,2023-03-15
4,Suceava,-1,0.54,121,NV,2023-03-15
5,Braila,4,0.18,11,E,2023-03-24
8,Brasov,24,0.72,115,S,2023-03-24
8,Brasov,31,0.16,56,SE,2023-03-11
5,Suceava,1,0.83,21,S,2023-03-17
7,Constanta,-3,0.77,25,S,2023-03-01
6,Galati,25,0.05,17,V,2023-03-06
6,Braila,-2,0.92,23,SV,2023-03-10
5,Bucuresti,27,0.11,69,SE,2023-03-16
8,Bucuresti,-18,0.57,58,SV,2023-03-10
8,Galati,7,0.52,105,E,2023-03-19
6,Brasov,-6,0.17,79,NV,2023-03-06
8,Brasov,22,0.25,78,SE,2023-03-13
7,Braila,35,0.04,8,NE,2023-03-05
6,Iasi,27,0.57,29,NE,2023-03-27
3,Bucuresti,24,0.83,71,SE,2023-03-08
4,Galati,18,0.45,31,SE,2023-03-09
4,Cluj-Napoca,-11,0.79,25,S,2023-03-15
8,Galati,25,0.07,25,SV,2023-03-26
7,Galati,11,0.41,134,V,2023-03-25
6,Constanta,34,0.28,95,N,2023-03-11
1,Constanta,28,0.42,114,SE,2023-03-02
5,Brasov,-13,0.64,62,N,2023-03-25
9,Cluj-Napoca,-5,0.72,124,SE,2023-03-12
7,Iasi,10,0.19,119,N,2023-03-13
6,Iasi,-15,0.51,128,E,2023-03-06
3,Iasi,13,0.42,87,E,2023-03-12
3,Braila,38,0.29,105,V,2023-03-01
3,Bucuresti,18,0.37,98,NV,2023-03-17
7,Constanta,4,0.79,105,N,2023-03-03
3,Bucuresti,-12,0.9,69,NE,2023-03-03
1,Brasov,-15,0.13,82,N,2023-03-16
4,Suceava,-15,0.85,3,V,2023-03-02
8,Iasi,-20,0.27,92,SV,2023-03-26
3,Suceava,6,0.38,66,S,2023-03-29
9,Brasov,3,0.77,25,NE,2023-03-15
3,Bucuresti,23,0.02,81,S,2023-03-22
1,Galati,36,0.27,93,NE,2023-03-13
7,Galati,27,0.32,113,SV,2023-03-14
5,Iasi,23,0.76,72,E,2023-03-30
2,Bucuresti,29,0.84,74,N,2023-03-15
9,Galati,33,0.59,124,SE,2023-03-20
6,Galati,34,0.35,132,NE,2023-03-26
10,Cluj-Napoca,9,0.28,34,N,2023-03-17
6,Braila,31,0.43,136,NE,2023-03-17
2,Brasov,9,0.43,45,E,2023-03-05
5,Suceava,-13,0.61,71,N,2023-03-15
3,Suceava,29,0.7,3,V,2023-03-21
7,Bucuresti,-12,0.43,23,NE,2023-03-18
10,Suceava,36,0.15,14,E,2023-03-02
6,Bucuresti,-19,0.5,54,NE,2023-03-06
8,Constanta,-5,0.41,77,NE,2023-03-17
5,Brasov,9,0.31,3,SE,2023-03-08
2,Bucuresti,-17,0.62,110,N,2023-03-19
8,Braila,12,0.29,112,SV,2023-03-25
7,Bucuresti,-14,0.72,21,V,2023-03-02
8,Iasi,-2,0.79,47,NE,2023-03-22
10,Galati,11,0.6,76,NV,2023-03-28
9,Iasi,33,0.48,11,E,2023-03-14
10,Suceava,-13,0.32,102,S,2023-03-24
7,Brasov,36,0.93,16,SE,2023-03-01
8,Suceava,26,0.13,97,S,2023-03-25
3,Braila,19,0.59,73,N,2023-03-08
7,Constanta,7,0.93,25,N,2023-03-07
10,Braila,-6,0.67,48,N,2023-03-14
8,Iasi,10,0.32,87,SE,2023-03-27
10,Iasi,37,0.68,137,SV,2023-03-10
10,Constanta,-1,0.44,62,NE,2023-03-03
5,Braila,38,0.59,128,SV,2023-03-22
10,Galati,-4,0.83,20,SE,2023-03-24
6,Iasi,-13,0.25,103,NV,2023-03-14
5,Constanta,0,0.05,139,SV,2023-03-15
2,Brasov,40,0.23,3,NE,2023-03-10
2,Cluj-Napoca,12,0.78,52,SV,2023-03-16
9,Iasi,16,0.63,115,SV,2023-03-25
7,Suceava,9,0.19,9,SE,2023-03-01
1,Braila,18,0.34,120,V,2023-03-13
9,Galati,33,0.34,64,NE,2023-03-05
9,Iasi,22,0.7,96,E,2023-03-02
4,Bucuresti,18,0.03,64,E,2023-03-15
9,Bucuresti,24,0.03,138,SE,2023-03-08
5,Cluj-Napoca,12,0.71,101,S,2023-03-09
3,Bucuresti,17,0.54,81,NV,2023-03-05
5,Braila,-8,0.18,17,N,2023-03-25
2,Bucuresti,40,0.74,16,N,2023-03-12
3,Braila,-18,0.53,14,E,2023-03-16
6,Constanta,12,0.58,31,NV,2023-03-17
5,Suceava,2,0.74,122,N,2023-03-11
8,Suceava,40,0.28,107,S,2023-03-17
4,Braila,21,0.34,126,V,2023-03-08
6,Suceava,12,0.19,81,NV,2023-03-02
6,Constanta,11,0.09,48,NV,2023-03-13
6,Brasov,-3,0.41,37,SE,2023-03-06
5,Cluj-Napoca,40,0.73,63,SV,2023-03-08
3,Suceava,23,0.22,139,SE,2023-03-25
2,Suceava,-2,0.07,94,N,2023-03-05
6,Constanta,-3,0.27,54,NV,2023-03-01
7,Suceava,1,0.47,95,V,2023-03-24
6,Iasi,33,0.86,24,N,2023-03-28
6,Bucuresti,36,0.0,117,SE,2023-03-26
2,Iasi,35,0.89,112,S,2023-03-13
8,Iasi,7,0.76,102,S,2023-03-20
10,Cluj-Napoca,1,0.37,12,SE,2023-03-01
1,Constanta,28,0.67,23,N,2023-03-01
2,Braila,37,0.43,113,NV,2023-03-12
5,Galati,27,0.36,41,S,2023-03-10
1,Constanta,-5,0.36,131,SV,2023-03-26
2,Bucuresti,9,0.41,128,V,2023-03-05
6,Braila,16,0.23,21,SV,2023-03-17
8,Brasov,-3,0.89,61,SE,2023-03-13
2,Galati,11,0.05,52,N,2023-03-28
8,Galati,28,0.29,135,V,2023-03-16
6,Galati,26,0.84,115,SE,2023-03-27
5,Galati,39,0.68,32,NV,2023-03-09
2,Cluj-Napoca,9,0.38,57,NE,2023-03-29
6,Suceava,36,0.1,36,SV,2023-03-04
3,Galati,-9,0.19,43,V,2023-03-04
8,Bucuresti,23,0.76,61,SE,2023-03-03
4,Braila,20,0.03,35,N,2023-03-05
5,Constanta,7,0.02,87,S,2023-03-11
5,Constanta,30,0.41,52,V,2023-03-07
2,Suceava,11,0.49,74,SE,2023-03-17
10,Galati,24,0.97,72,S,2023-03-11
4,Bucuresti,19,0.88,59,V,2023-03-19
10,Galati,19,0.25,132,E,2023-03-27
7,Suceava,-14,0.36,46,E,2023-03-07
3,Galati,1,0.62,109,NE,2023-03-28
8,Cluj-Napoca,-2,0.48,123,NE,2023-03-28
10,Galati,23,0.73,80,V,2023-03-10
7,Galati,13,0.78,62,E,2023-03-28
9,Suceava,22,0.99,125,NV,2023-03-14
9,Iasi,-8,0.74,97,SE,2023-03-18
1,Bucuresti,-9,0.8,49,S,2023-03-21
5,Brasov,2,0.23,14,V,2023-03-20
4,Iasi,4,0.25,48,NE,2023-03-08
5,Suceava,37,0.27,93,NV,2023-03-03
6,Iasi,37,0.78,20,S,2023-03-13
6,Iasi,-18,0.72,107,V,2023-03-21
8,Cluj-Napoca,13,0.22,22,SV,2023-03-03
1,Suceava,-19,0.45,69,E,2023-03-23
5,Bucuresti,-8,0.88,129,E,2023-03-07
5,Constanta,0,0.53,103,S,2023-03-04
3,Suceava,11,0.32,98,E,2023-03-15
2,Galati,34,0.88,14,SV,2023-03-09
5,Iasi,-15,0.85,17,NV,2023-03-14
2,Braila,0,0.77,36,NV,2023-03-08
2,Galati,-2,0.41,73,NE,2023-03-04
7,Bucuresti,37,0.59,24,NV,2023-03-04
3,Suceava,-5,0.0,75,S,2023-03-16
10,Suceava,37,0.77,27,SE,2023-03-02
10,Braila,10,0.62,24,V,2023-03-11
4,Brasov,0,0.64,19,E,2023-03-30
8,Iasi,25,0.44,50,SV,2023-03-14
5,Constanta,3,0.04,62,SE,2023-03-19
5,Galati,12,0.21,50,E,2023-03-12
5,Brasov,7,0.28,76,NV,2023-03-22
2,Iasi,6,0.02,66,SV,2023-03-14
7,Brasov,23,0.32,102,N,2023-03-01
1,Constanta,-17,0.75,117,NV,2023-03-11
9,Constanta,28,0.91,32,S,2023-03-22
10,Brasov,24,0.9,95,N,2023-03-06
1,Iasi,39,0.48,97,N,2023-03-17
2,Iasi,17,0.22,46,SE,2023-03-04
6,Cluj-Napoca,-11,0.99,77,NE,2023-03-20
1,Braila,-2,0.59,129,S,2023-03-27
3,Braila,-8,0.88,3,V,2023-03-12
2,Cluj-Napoca,-11,0.38,20,NV,2023-03-16
2,Galati,-17,0.46,124,S,2023-03-28
2,Iasi,22,0.48,106,V,2023-03-05
3,Galati,30,0.43,128,E,2023-03-13
7,Cluj-Napoca,28,0.62,62,N,2023-03-05
2,Iasi,-19,0.35,31,V,2023-03-15
10,Galati,-3,0.92,134,NE,2023-03-15
2,Iasi,-8,0.09,60,NE,2023-03-22
3,Suceava,23,0.34,83,V,2023-03-25
3,Brasov,13,0.25,70,SV,2023-03-25
8,Suceava,21,0.11,94,SE,2023-03-26
10,Cluj-Napoca,21,0.89,84,N,2023-03-13
7,Iasi,38,0.61,7,SV,2023-03-25
10,Suceava,-17,0.67,1,NV,2023-03-22
4,Iasi,16,0.82,69,V,2023-03-27
7,Suceava,-6,0.02,128,SE,2023-03-06
10,Suceava,34,0.91,116,NE,2023-03-08
5,Brasov,19,0.92,34,SV,2023-03-14
2,Suceava,-6,0.95,111,E,2023-03-14
4,Braila,1,0.57,24,NV,2023-03-20
1,Iasi,15,0.71,51,V,2023-03-07
1,Brasov,22,0.71,28,SV,2023-03-29
3,Cluj-Napoca,5,1.0,56,N,2023-03-24
1,Iasi,22,0.07,51,S,2023-03-16
5,Suceava,28,0.81,43,E,2023-03-03
3,Brasov,4,0.41,100,SV,2023-03-08
6,Constanta,1,0.68,122,NV,2023-03-14
6,Bucuresti,-11,0.35,136,V,2023-03-26
5,Bucuresti,0,0.04,133,SE,2023-03-10
6,Braila,37,0.05,51,NE,2023-03-18
6,Bucuresti,5,0.88,103,NE,2023-03-19
3,Constanta,10,0.93,4,N,2023-03-06
4,Galati,-11,0.82,132,SE,2023-03-13
7,Galati,7,0.61,24,SE,2023-03-10
7,Suceava,32,0.28,128,N,2023-03-24
2,Iasi,-4,0.08,35,E,2023-03-15
4,Galati,27,0.89,84,NV,2023-03-12
7,Bucuresti,29,0.78,120,SV,2023-03-04
6,Brasov,31,0.49,56,S,2023-03-08
10,Iasi,20,0.18,54,SV,2023-03-29
10,Iasi,-11,0.09,109,SV,2023-03-22
9,Galati,0,0.65,40,SV,2023-03-28
4,Suceava,15,0.07,140,S,2023-03-14
5,Cluj-Napoca,-20,0.71,136,SV,2023-03-18
8,Constanta,13,0.89,15,V,2023-03-01
6,Brasov,36,0.27,111,NV,2023-03-03
9,Cluj-Napoca,2,0.43,61,NV,2023-03-16
6,Galati,-15,0.27,117,S,2023-03-28
9,Iasi,-18,0.9,135,S,2023-03-17
3,Iasi,-2,0.8,71,V,2023-03-28
3,Constanta,27,0.59,28,SE,2023-03-07
4,Cluj-Napoca,17,0.97,98,N,2023-03-23
2,Cluj-Napoca,8,0.55,86,N,2023-03-16
1,Braila,-17,0.66,82,V,2023-03-08
8,Iasi,36,0.29,21,SE,2023-03-05
3,Iasi,25,0.12,56,E,2023-03-04
1,Brasov,27,0.36,137,NV,2023-03-10
10,Constanta,12,0.69,63,SE,2023-03-14
6,Suceava,22,0.74,50,S,2023-03-26
10,Suceava,21,0.59,70,NE,2023-03-05
5,Cluj-Napoca,32,0.29,131,V,2023-03-20
2,Iasi,-15,0.41,100,NE,2023-03-27
10,Braila,28,0.3,62,SV,2023-03-15
3,Constanta,29,0.52,49,SV,2023-03-26
10,Bucuresti,27,0.56,42,NV,2023-03-04
3,Cluj-Napoca,0,0.79,20,SV,2023-03-25
9,Bucuresti,18,0.7,61,S,2023-03-18
10,Constanta,34,0.33,22,SV,2023-03-05
4,Suceava,-2,0.12,33,N,2023-03-06
3,Suceava,-14,0.09,120,SE,2023-03-08
4,Constanta,38,0.99,22,S,2023-03-16
9,Constanta,-7,0.8,74,V,2023-03-07
9,Cluj-Napoca,2,0.76,125,SV,2023-03-01
4,Bucuresti,-6,0.91,64,SE,2023-03-16
5,Constanta,14,0.38,139,N,2023-03-28
5,Cluj-Napoca,21,0.44,17,NE,2023-03-12
2,Bucuresti,-10,0.57,109,E,2023-03-20
8,Constanta,22,0.5,89,S,2023-03-15
2,Galati,40,0.47,80,S,2023-03-11
2,Suceava,-4,0.06,53,NE,2023-03-08
8,Suceava,-6,0.02,40,S,2023-03-21
4,Cluj-Napoca,39,0.11,140,NE,2023-03-07
10,Suceava,39,0.61,79,S,2023-03-24
5,Cluj-Napoca,-15,0.44,108,NE,2023-03-29
7,Suceava,11,0.92,57,V,2023-03-25
1,Suceava,16,0.14,31,SV,2023-03-25
5,Brasov,-13,0.84,127,SV,2023-03-22
8,Braila,2,0.45,94,S,2023-03-16
5,Brasov,34,0.18,3,SV,2023-03-27
7,Constanta,-4,0.37,35,S,2023-03-25
8,Iasi,-17,0.77,54,V,2023-03-03
9,Suceava,-2,1.0,55,S,2023-03-17
8,Iasi,22,0.07,67,NE,2023-03-10
7,Cluj-Napoca,-6,0.89,42,SV,2023-03-12
4,Iasi,20,0.87,24,NE,2023-03-13
2,Bucuresti,24,0.91,20,S,2023-03-29
7,Braila,5,0.2,130,V,2023-03-30
7,Cluj-Napoca,22,0.55,44,SV,2023-03-04
6,Suceava,25,0.65,89,SE,2023-03-04
4,Suceava,29,0.54,56,NV,2023-03-08
4,Galati,20,0.43,90,SE,2023-03-16
3,Galati,28,0.73,14,V,2023-03-21
6,Bucuresti,23,0.76,53,NV,2023-03-27
8,Constanta,3,0.27,28,SV,2023-03-07
3,Brasov,19,0.63,25,N,2023-03-07
5,Cluj-Napoca,-19,0.86,15,SV,2023-03-09
5,Braila,-20,0.55,45,SV,2023-03-12
3,Braila,-3,0.68,93,NV,2023-03-04
7,Galati,7,0.55,139,S,2023-03-30
5,Brasov,12,0.13,98,NE,2023-03-23
6,Braila,31,0.34,26,V,2023-03-02
1,Galati,38,0.69,53,SV,2023-03-29
8,Cluj-Napoca,-19,0.56,8,E,2023-03-11
2,Suceava,30,0.91,26,S,2023-03-21
6,Galati,37,0.13,33,E,2023-03-15
5,Brasov,-18,0.92,85,S,2023-03-29
9,Galati,5,0.49,90,NV,2023-03-24
8,Constanta,21,0.37,40,SV,2023-03-04
2,Suceava,38,0.37,6,V,2023-03-03
7,Cluj-Napoca,13,0.11,112,SE,2023-03-19
6,Suceava,39,0.55,131,N,2023-03-12
10,Brasov,-16,0.52,96,N,2023-03-24
6,Brasov,2,0.25,88,SE,2023-03-23
3,Bucuresti,30,0.7,109,SV,2023-03-20
7,Constanta,-12,0.67,41,V,2023-03-10
7,Bucuresti,38,0.14,34,S,2023-03-28
7,Iasi,24,0.25,6,E,2023-03-20
